# Wordlist

# META
@date:2013-07-16
@doculect:Huitoto Muinane, hto
@source_title:Automatically created wordlist, by lingpy.

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT	TOKENS
1542	leach1969/147/54	BOSQU	tyaavoyíína	Ocaina	tʑ a a β o ʑ i ĩ a
1543	leach1969/148/42	BOSQU	tyavoyíína	Ocaina	tʑ a β o ʑ i ĩ a
1544	leach1969/147/53	BOSQU	tyáávo	Ocaina	tʑ a a β o
#
1545	burtch1983/243/1	VIEJ	uaì̵ci̵ño	Huitoto Murui	u aɯ̀ k ɯ nʲ ɔ
1546	leach1969/152/33	VIEJ	uroojun	Ocaina	ɯ r o o ʔ ɯn
1547	leach1969/105/20	VIEJ	jahíínm̈a	Ocaina	ʔ a ʔ i ĩ m̥ a
1548	leach1969/105/18	VIEJ	jahiin	Ocaina	ʔ a ʔ i ĩ
1549	thiesen1998/162/2	VIEJ	kéémelle	Bora	kʰ e: m e tʰʃ e
1550	burtch1983/242/19	VIEJ	uaì̵ci̵ma	Huitoto Murui	u aɯ̀ k ɯ m a
1551	thiesen1998/161/30	VIEJ	keéme	Bora	kʰ e e m e
1552	thiesen1998/161/29	VIEJ	kéméh	Bora	kʰ e m e ʔ
1553	thiesen1998/161/29	VIEJ	kémé	Bora	kʰ e m e
1554	thiesen1998/161/30	VIEJ	kééme	Bora	kʰ e: m e
#
1555	thiesen1998/73/14	PADR	cááni	Bora	kʰ a: n i
1556	leach1969/121/42	PADR	mónjonh	Ocaina	m on ʔ õ ʔ
1557	minor1971/47/3	PADR	moi̵lli̵noì̵	Huitoto Muinane	m o ɯ dʑ ɯ n o ɯ̀
1558	minor1971/46/31	PADR	moo	Huitoto Muinane	m o o
1559	minor1971/10/43	PADR	comúìtdadi̵mai̵lli̵noi̵	Huitoto Muinane	k o m u i ɗ a d ɯ m a ɯ dʑ ɯ n o ɯ
1560	thiesen1998/73/14	PADR	caáni	Bora	kʰ a a n i
1561	thiesen1998/73/14	PADR	cáánií	Bora	kʰ a: n i i
1562	burtch1983/180/13	PADR	moo	Huitoto Murui	m ɔ ɔ
#
1563	leach1969/103/1	EN	jaa	Ocaina	ʔ a a
1564	leach1969/104/55	EN	jadya	Ocaina	ʔ a dʑ a
1565	burtch1983/49/7	EN	coni	Huitoto Murui	k ɔ n i
#
1566	leach1969/141/53	POCO	tóógo	Ocaina	t o o g o
1567	burtch1983/66/20	POCO	due	Huitoto Murui	d u ɛ
1568	leach1969/139/15	POCO	sóógo	Ocaina	s o o g o
1569	leach1969/141/53	POCO	sóógo	Ocaina	s o o g o
1570	minor1971/34/21	POCO	jii̵re	Huitoto Muinane	ʔ i ɯ ɾ ɛ
1571	thiesen1998/293/17	POCO	úhjé	Bora	u ʔ x e
1572	thiesen1998/102/17	POCO	chohju	Bora	kʰʔ o ʔ x u
1573	thiesen1998/102/19	POCO	chóhjúh	Bora	kʰʔ o ʔ x u ʔ
1574	thiesen1998/102/19	POCO	chóhjú	Bora	kʰʔ o ʔ x u
1575	leach1969/139/15	POCO	tóógo	Ocaina	t o o g o
1576	burtch1983/124/6	POCO	janore	Huitoto Murui	h a n ɔ ɾ ɛ
1577	thiesen1998/48/16	POCO	áyá	Bora	a ʝ a
1578	thiesen1998/293/17	POCO	úhjéh	Bora	u ʔ x e ʔ
1579	leach1969/157/24	POCO	xavinh	Ocaina	x a β ĩ ʔ
1580	thiesen1998/48/16	POCO	áyáh	Bora	a ʝ a ʔ
1581	leach1969/139/8	POCO	síítih	Ocaina	s i i t i ʔ
1582	burtch1983/130/7	POCO	jenino	Huitoto Murui	h ɛ n i n ɔ
#
1583	thiesen1998/150/19	CHUP	í̵hátsujáco	Bora	i̵ ʔ a tʰs u x a kʰ o
1584	thiesen1998/210/4	CHUP	ñóihcyu	Bora	nʲ o i ʔ kʰʝ u
1585	leach1969/146/17	CHUP	tsoonhñ̈o	Ocaina	ts o õ ʔ nʲ̈ o
1586	thiesen1998/210/4	CHUP	ñóihjyúcu	Bora	nʲ o i ʔ xʝ u kʰ u
1587	minor1971/46/23	CHUP	moníde	Huitoto Muinane	m o n i d ɛ
1588	leach1969/127/25	CHUP	ñáánhto	Ocaina	nʲ a ã ʔ t o
1589	thiesen1998/150/18	CHUP	í̵hatsúhcu	Bora	i̵ ʔ a tʰs u ʔ kʰ u
1590	thiesen1998/150/19	CHUP	í̵hátsuhcu	Bora	i̵ ʔ a tʰs u ʔ kʰ u
1591	thiesen1998/150/18	CHUP	í̵hátsujáco	Bora	i̵ ʔ a tʰs u x a kʰ o
1592	thiesen1998/286/17	CHUP	tsóohjáco	Bora	tʰs o o ʔ x a kʰ o
1593	leach1969/116/3	CHUP	júmoonjin	Ocaina	ʔ ɯ́ m o õ ʔ ĩ
1594	minor1971/47/8	CHUP	mugúde	Huitoto Muinane	m u g u d ɛ
1595	thiesen1998/286/17	CHUP	tsóohco	Bora	tʰs o o ʔ kʰ o
#
1596	thiesen1998/288/36	AGUD	tsúhjí̵vá	Bora	tʰs u ʔ x i̵ β a
1597	thiesen1998/288/36	AGUD	tsúhjí̵váh	Bora	tʰs u ʔ x i̵ β a ʔ
#
1598	minor1971/56/4	VOL	peede	Huitoto Muinane	p ɛ ɛ d ɛ
1599	burtch1983/87/14	VOL	fede	Huitoto Murui	ɸ ɛ d ɛ
1600	burtch1983/87/14	VOL	feede	Huitoto Murui	ɸ ɛ ɛ d ɛ
1601	thiesen1998/325/11	VOL	wáámene	Bora	kʷ a: m e n e
1602	leach1969/85/34	VOL	dyaahi	Ocaina	dʑ a a ʔ i
1603	thiesen1998/317/21	VOL	wahpe	Bora	kʷ a ʔ pʰ e
#
1604	thiesen1998/289/4	AFIL	tsúhjí̵vajtso	Bora	tʰs u ʔ x i̵ β a x tʰs o
1605	thiesen1998/226/11	AFIL	pátáhji̵nu	Bora	pʰ a tʰ a ʔ x i̵ n u
1606	thiesen1998/288/36	AFIL	tsúhjí̵vá	Bora	tʰs u ʔ x i̵ β a
1607	thiesen1998/288/36	AFIL	tsúhjí̵váh	Bora	tʰs u ʔ x i̵ β a ʔ
1608	thiesen1998/289/6	AFIL	tsuhjí̵vanu	Bora	tʰs u ʔ x i̵ β a n u
#
1609	burtch1983/228/3	OLER	soride	Huitoto Murui	s ɔ ɾ i d ɛ
1610	thiesen1998/43/6	OLER	árahco	Bora	a r a ʔ kʰ o
1611	thiesen1998/96/10	OLER	cuvaa	Bora	kʰ u β a:
1612	burtch1983/122/18	OLER	jallede	Huitoto Murui	h a dʑ ɛ d ɛ
1613	burtch1983/228/4	OLER	sorirede	Huitoto Murui	s ɔ ɾ i ɾ ɛ d ɛ
1614	minor1971/64/37	OLER	tióruide	Huitoto Muinane	t i o ɾ u i d ɛ
1615	thiesen1998/43/6	OLER	árahjúcu	Bora	a r a ʔ x u kʰ u
1616	leach1969/89/49	OLER	dyooro	Ocaina	dʑ o o r o
1617	minor1971/27/29	OLER	jalléde	Huitoto Muinane	ʔ a dʑ ɛ d ɛ
# Created using the LexStat class of LingPy-2.0
